,datetime,duration,time_to_next_eruption
1922,2015-06-14 18:48:00+00:00,238,41940.0
1923,2015-06-14 07:09:00+00:00,234,5520.0
1924,2015-06-14 08:41:00+00:00,265,5820.0
1925,2015-06-14 10:18:00+00:00,252,5160.0
1926,2015-06-14 11:44:00+00:00,234,6000.0
1927,2015-06-14 13:24:00+00:00,243,5700.0
1928,2015-06-14 14:59:00+00:00,218,10920.0
1929,2015-06-14 18:01:00+00:00,230,5280.0
1930,2015-06-14 19:29:00+00:00,257,217980.0
1931,2015-06-17 08:02:00+00:00,188,5400.0
1932,2015-06-17 09:32:00+00:00,237,5220.0
1933,2015-06-17 10:59:00+00:00,249,5520.0
1934,2015-06-17 12:31:00+00:00,260,5820.0
1935,2015-06-17 14:08:00+00:00,236,5640.0
1936,2015-06-17 15:42:00+00:00,216,4980.0
1937,2015-06-17 17:05:00+00:00,247,6840.0
1938,2015-06-17 18:59:00+00:00,216,37860.0
1939,2015-06-17 08:28:00+00:00,254,5580.0
1940,2015-06-17 10:01:00+00:00,228,11400.0
1941,2015-06-17 13:11:00+00:00,238,4980.0
1942,2015-06-17 14:34:00+00:00,252,5880.0
1943,2015-06-17 16:12:00+00:00,199,5580.0
1944,2015-06-17 17:45:00+00:00,258,5400.0
1945,2015-06-17 19:15:00+00:00,132,4260.0
1946,2015-06-17 20:26:00+00:00,310,124740.0
1947,2015-06-19 07:05:00+00:00,245,5400.0
1948,2015-06-19 08:35:00+00:00,199,5280.0
1949,2015-06-19 10:03:00+00:00,239,5460.0
1950,2015-06-19 11:34:00+00:00,243,6240.0
1951,2015-06-19 13:18:00+00:00,229,5040.0
1952,2015-06-19 14:42:00+00:00,240,5460.0
1953,2015-06-19 16:13:00+00:00,262,5280.0
1954,2015-06-19 17:41:00+00:00,251,5820.0
1955,2015-06-19 19:18:00+00:00,246,39480.0
1956,2015-06-19 08:20:00+00:00,247,5520.0
1957,2015-06-19 09:52:00+00:00,240,5760.0
1958,2015-06-19 11:28:00+00:00,236,5520.0
1959,2015-06-19 13:00:00+00:00,253,5940.0
1960,2015-06-19 14:39:00+00:00,258,5700.0
1961,2015-06-19 16:14:00+00:00,242,8880.0
1962,2015-06-19 18:42:00+00:00,260,137880.0
1963,2015-06-21 09:00:00+00:00,241,5460.0
1964,2015-06-21 10:31:00+00:00,226,5640.0
1965,2015-06-21 12:05:00+00:00,189,5340.0
1966,2015-06-21 13:34:00+00:00,242,5940.0
1967,2015-06-21 15:13:00+00:00,275,5520.0
1968,2015-06-21 16:45:00+00:00,206,5700.0
1969,2015-06-21 18:20:00+00:00,227,5160.0
1970,2015-06-21 19:46:00+00:00,257,45540.0
1971,2015-06-22 08:25:00+00:00,252,5820.0
1972,2015-06-22 10:02:00+00:00,226,5580.0
1973,2015-06-22 11:35:00+00:00,221,5040.0
1974,2015-06-22 12:59:00+00:00,213,5880.0
1975,2015-06-22 14:37:00+00:00,229,5100.0
1976,2015-06-22 16:02:00+00:00,237,5580.0
1977,2015-06-22 17:35:00+00:00,213,5100.0
1978,2015-06-22 19:00:00+00:00,210,44940.0
1979,2015-06-23 07:29:00+00:00,237,5520.0
1980,2015-06-23 09:01:00+00:00,251,5220.0
1981,2015-06-23 10:28:00+00:00,236,5760.0
1982,2015-06-23 12:04:00+00:00,210,5820.0
1983,2015-06-23 13:41:00+00:00,234,5400.0
1984,2015-06-23 15:11:00+00:00,220,5520.0
1985,2015-06-23 16:43:00+00:00,250,6900.0
1986,2015-06-23 18:38:00+00:00,243,5220.0
1987,2015-06-23 20:05:00+00:00,265,48900.0
1988,2015-06-24 09:40:00+00:00,209,5100.0
1989,2015-06-24 11:05:00+00:00,232,6000.0
1990,2015-06-24 12:45:00+00:00,211,5520.0
1991,2015-06-24 14:17:00+00:00,214,5700.0
1992,2015-06-24 15:52:00+00:00,119,3960.0
1993,2015-06-24 16:58:00+00:00,245,6180.0
1994,2015-06-24 18:41:00+00:00,237,46440.0
1995,2015-06-25 07:35:00+00:00,228,5460.0
1996,2015-06-25 09:06:00+00:00,244,4920.0
1997,2015-06-25 10:28:00+00:00,234,5700.0
1998,2015-06-25 12:03:00+00:00,237,5100.0
1999,2015-06-25 13:28:00+00:00,229,6060.0
2000,2015-06-25 15:09:00+00:00,251,6780.0
2001,2015-06-25 17:02:00+00:00,249,5640.0
2002,2015-06-25 18:36:00+00:00,122,4020.0
2003,2015-06-25 19:43:00+00:00,267,42060.0
2004,2015-06-25 08:02:00+00:00,135,3480.0
2005,2015-06-25 09:00:00+00:00,243,6060.0
2006,2015-06-25 10:41:00+00:00,227,5040.0
2007,2015-06-25 12:05:00+00:00,228,5820.0
2008,2015-06-25 13:42:00+00:00,234,5340.0
2009,2015-06-25 15:11:00+00:00,253,5160.0
2010,2015-06-25 16:37:00+00:00,231,5640.0
2011,2015-06-25 18:11:00+00:00,230,36540.0
2012,2015-06-25 08:02:00+00:00,226,5340.0
2013,2015-06-25 09:31:00+00:00,232,5100.0
2014,2015-06-25 10:56:00+00:00,212,5880.0
2015,2015-06-25 12:34:00+00:00,221,5580.0
2016,2015-06-25 14:07:00+00:00,211,5040.0
2017,2015-06-25 15:31:00+00:00,240,5580.0
2018,2015-06-25 17:04:00+00:00,243,6060.0
2019,2015-06-25 18:45:00+00:00,223,222360.0
2020,2015-06-28 08:31:00+00:00,220,5280.0
2021,2015-06-28 09:59:00+00:00,235,6300.0
2022,2015-06-28 11:44:00+00:00,213,4800.0
2023,2015-06-28 13:04:00+00:00,267,5940.0
2024,2015-06-28 14:43:00+00:00,219,5700.0
2025,2015-06-28 16:18:00+00:00,205,5460.0
2026,2015-06-28 17:49:00+00:00,263,5460.0
2027,2015-06-28 19:20:00+00:00,240,49980.0
2028,2015-06-29 09:13:00+00:00,215,4980.0
2029,2015-06-29 10:36:00+00:00,252,5640.0
2030,2015-06-29 12:10:00+00:00,233,5100.0
2031,2015-06-29 13:35:00+00:00,224,5940.0
2032,2015-06-29 15:14:00+00:00,231,5760.0
2033,2015-06-29 16:50:00+00:00,243,5700.0
2034,2015-06-29 18:25:00+00:00,252,5880.0
2035,2015-06-29 20:03:00+00:00,224,42120.0
2036,2015-06-29 08:21:00+00:00,135,3900.0
2037,2015-06-29 09:26:00+00:00,251,5700.0
2038,2015-06-29 11:01:00+00:00,209,5220.0
2039,2015-06-29 12:28:00+00:00,240,5280.0
2040,2015-06-29 13:56:00+00:00,246,6180.0
2041,2015-06-29 15:39:00+00:00,195,5100.0
2042,2015-06-29 17:04:00+00:00,242,6300.0
2043,2015-06-29 18:49:00+00:00,250,132000.0
2044,2015-07-01 07:29:00+00:00,243,5760.0
2045,2015-07-01 09:05:00+00:00,225,5400.0
2046,2015-07-01 10:35:00+00:00,203,5040.0
2047,2015-07-01 11:59:00+00:00,250,5820.0
2048,2015-07-01 13:36:00+00:00,241,4920.0
2049,2015-07-01 14:58:00+00:00,257,5880.0
2050,2015-07-01 16:36:00+00:00,223,5220.0
2051,2015-07-01 18:03:00+00:00,250,5880.0
2052,2015-07-01 19:41:00+00:00,245,41280.0
2053,2015-07-01 08:13:00+00:00,192,5100.0
2054,2015-07-01 09:38:00+00:00,225,5340.0
2055,2015-07-01 11:07:00+00:00,257,5520.0
2056,2015-07-01 12:39:00+00:00,214,5520.0
2057,2015-07-01 14:11:00+00:00,225,4920.0
2058,2015-07-01 15:33:00+00:00,239,5760.0
2059,2015-07-01 17:09:00+00:00,239,5580.0
2060,2015-07-01 18:42:00+00:00,233,37200.0
2061,2015-07-01 08:22:00+00:00,240,5880.0
2062,2015-07-01 10:00:00+00:00,243,5760.0
2063,2015-07-01 11:36:00+00:00,245,5460.0
2064,2015-07-01 13:07:00+00:00,232,5700.0
2065,2015-07-01 14:42:00+00:00,224,6480.0
2066,2015-07-01 16:30:00+00:00,260,5520.0
2067,2015-07-01 18:02:00+00:00,241,5220.0
2068,2015-07-01 19:29:00+00:00,255,42960.0
2069,2015-07-01 07:33:00+00:00,205,5220.0
2070,2015-07-01 09:00:00+00:00,240,5400.0
2071,2015-07-01 10:30:00+00:00,220,5880.0
2072,2015-07-01 12:08:00+00:00,235,5940.0
2073,2015-07-01 13:47:00+00:00,267,6360.0
2074,2015-07-01 15:33:00+00:00,210,5040.0
2075,2015-07-01 16:57:00+00:00,252,6060.0
2076,2015-07-01 18:38:00+00:00,238,5100.0
2077,2015-07-01 20:03:00+00:00,238,298980.0
2078,2015-07-05 07:06:00+00:00,239,5220.0
2079,2015-07-05 08:33:00+00:00,260,5640.0
2080,2015-07-05 10:07:00+00:00,247,5760.0
2081,2015-07-05 11:43:00+00:00,220,5460.0
2082,2015-07-05 13:14:00+00:00,254,5700.0
2083,2015-07-05 14:49:00+00:00,238,5640.0
2084,2015-07-05 16:23:00+00:00,228,5160.0
2085,2015-07-05 17:49:00+00:00,238,6060.0
2086,2015-07-05 19:30:00+00:00,227,44640.0
2087,2015-07-06 07:54:00+00:00,254,5640.0
2088,2015-07-06 09:28:00+00:00,209,5580.0
2089,2015-07-06 11:01:00+00:00,244,5760.0
2090,2015-07-06 12:37:00+00:00,235,6120.0
2091,2015-07-06 14:19:00+00:00,252,5340.0
2092,2015-07-06 15:48:00+00:00,270,5700.0
2093,2015-07-06 17:23:00+00:00,211,5580.0
2094,2015-07-06 18:56:00+00:00,237,35940.0
2095,2015-07-06 08:57:00+00:00,233,5280.0
2096,2015-07-06 10:25:00+00:00,224,6180.0
2097,2015-07-06 12:08:00+00:00,207,5100.0
2098,2015-07-06 13:33:00+00:00,213,5760.0
2099,2015-07-06 15:09:00+00:00,246,5100.0
2100,2015-07-06 16:34:00+00:00,256,5760.0
2101,2015-07-06 18:10:00+00:00,123,3840.0
2102,2015-07-06 19:14:00+00:00,278,31920.0
2103,2015-07-06 10:22:00+00:00,185,6180.0
2104,2015-07-06 12:05:00+00:00,209,4920.0
2105,2015-07-06 13:27:00+00:00,240,5820.0
2106,2015-07-06 15:04:00+00:00,212,5400.0
2107,2015-07-06 16:34:00+00:00,237,5880.0
2108,2015-07-06 18:12:00+00:00,239,5400.0
2109,2015-07-06 19:42:00+00:00,251,41400.0
2110,2015-07-06 08:12:00+00:00,230,5820.0
2111,2015-07-06 09:49:00+00:00,258,5640.0
2112,2015-07-06 11:23:00+00:00,254,5160.0
2113,2015-07-06 12:49:00+00:00,135,3840.0
2114,2015-07-06 13:53:00+00:00,260,6900.0
2115,2015-07-06 15:48:00+00:00,115,3480.0
2116,2015-07-06 16:46:00+00:00,263,5700.0
2117,2015-07-06 18:21:00+00:00,232,5220.0
2118,2015-07-06 19:48:00+00:00,215,42000.0
2119,2015-07-06 08:08:00+00:00,192,5160.0
2120,2015-07-06 09:34:00+00:00,270,5220.0
2121,2015-07-06 11:01:00+00:00,260,5520.0
2122,2015-07-06 12:33:00+00:00,220,6420.0
2123,2015-07-06 14:20:00+00:00,225,6060.0
2124,2015-07-06 16:01:00+00:00,252,5460.0
2125,2015-07-06 17:32:00+00:00,241,5460.0
2126,2015-07-06 19:03:00+00:00,232,389820.0
2127,2015-07-11 07:20:00+00:00,246,5760.0
2128,2015-07-11 08:56:00+00:00,241,6180.0
2129,2015-07-11 10:39:00+00:00,253,5460.0
2130,2015-07-11 12:10:00+00:00,236,5940.0
2131,2015-07-11 13:49:00+00:00,235,5040.0
2132,2015-07-11 15:13:00+00:00,248,5520.0
2133,2015-07-11 16:45:00+00:00,226,5340.0
2134,2015-07-11 18:14:00+00:00,226,5700.0
2135,2015-07-11 19:49:00+00:00,203,49380.0
2136,2015-07-12 09:32:00+00:00,220,5760.0
2137,2015-07-12 11:08:00+00:00,226,5280.0
2138,2015-07-12 12:36:00+00:00,231,5820.0
2139,2015-07-12 14:13:00+00:00,231,5220.0
2140,2015-07-12 15:40:00+00:00,252,6540.0
2141,2015-07-12 17:29:00+00:00,243,5520.0
2142,2015-07-12 19:01:00+00:00,230,40920.0
2143,2015-07-12 07:39:00+00:00,211,5400.0
2144,2015-07-12 09:09:00+00:00,229,5220.0
2145,2015-07-12 10:36:00+00:00,266,5460.0
2146,2015-07-12 12:07:00+00:00,219,5580.0
2147,2015-07-12 13:40:00+00:00,240,6000.0
2148,2015-07-12 15:20:00+00:00,255,5340.0
2149,2015-07-12 16:49:00+00:00,232,5880.0
2150,2015-07-12 18:27:00+00:00,232,32040.0
2151,2015-07-12 09:33:00+00:00,232,5940.0
2152,2015-07-12 11:12:00+00:00,183,5340.0
2153,2015-07-12 12:41:00+00:00,250,5520.0
2154,2015-07-12 14:13:00+00:00,239,5460.0
2155,2015-07-12 15:44:00+00:00,241,5100.0
2156,2015-07-12 17:09:00+00:00,195,5700.0
2157,2015-07-12 18:44:00+00:00,227,222780.0
2158,2015-07-15 08:37:00+00:00,225,5520.0
2159,2015-07-15 10:09:00+00:00,236,6840.0
2160,2015-07-15 12:03:00+00:00,245,5520.0
2161,2015-07-15 13:35:00+00:00,258,5340.0
2162,2015-07-15 15:04:00+00:00,114,4200.0
2163,2015-07-15 16:14:00+00:00,270,5520.0
2164,2015-07-15 17:46:00+00:00,250,5280.0
2165,2015-07-15 19:14:00+00:00,237,37380.0
2166,2015-07-15 08:51:00+00:00,219,5400.0
2167,2015-07-15 10:21:00+00:00,239,5700.0
2168,2015-07-15 11:56:00+00:00,241,5040.0
2169,2015-07-15 13:20:00+00:00,230,5820.0
2170,2015-07-15 14:57:00+00:00,234,5700.0
2171,2015-07-15 16:32:00+00:00,244,5580.0
2172,2015-07-15 18:05:00+00:00,249,5940.0
2173,2015-07-15 19:44:00+00:00,244,42300.0
2174,2015-07-15 07:59:00+00:00,229,6240.0
2175,2015-07-15 09:43:00+00:00,211,5280.0
2176,2015-07-15 11:11:00+00:00,252,5820.0
2177,2015-07-15 12:48:00+00:00,245,4920.0
2178,2015-07-15 14:10:00+00:00,285,6000.0
2179,2015-07-15 15:50:00+00:00,251,5160.0
2180,2015-07-15 17:16:00+00:00,235,5880.0
2181,2015-07-15 18:54:00+00:00,231,42420.0
2182,2015-07-15 07:07:00+00:00,203,5940.0
2183,2015-07-15 08:46:00+00:00,256,5880.0
2184,2015-07-15 10:24:00+00:00,214,4860.0
2185,2015-07-15 11:45:00+00:00,245,5820.0
2186,2015-07-15 13:22:00+00:00,240,5340.0
2187,2015-07-15 14:51:00+00:00,250,5340.0
2188,2015-07-15 16:20:00+00:00,227,6060.0
2189,2015-07-15 18:01:00+00:00,239,4860.0
2190,2015-07-15 19:22:00+00:00,212,308640.0
2191,2015-07-19 09:06:00+00:00,226,5700.0
2192,2015-07-19 10:41:00+00:00,207,5820.0
2193,2015-07-19 12:18:00+00:00,241,5340.0
2194,2015-07-19 13:47:00+00:00,228,6000.0
2195,2015-07-19 15:27:00+00:00,254,4680.0
2196,2015-07-19 16:45:00+00:00,230,5280.0
2197,2015-07-19 18:13:00+00:00,218,35700.0
2198,2015-07-19 08:18:00+00:00,220,5280.0
2199,2015-07-19 09:46:00+00:00,221,5580.0
2200,2015-07-19 11:19:00+00:00,235,5520.0
2201,2015-07-19 12:51:00+00:00,246,5160.0
2202,2015-07-19 14:17:00+00:00,239,6480.0
2203,2015-07-19 16:05:00+00:00,256,5340.0
2204,2015-07-19 17:34:00+00:00,258,5220.0
2205,2015-07-19 19:01:00+00:00,246,38280.0
2206,2015-07-19 08:23:00+00:00,242,5520.0
2207,2015-07-19 09:55:00+00:00,245,6060.0
2208,2015-07-19 11:36:00+00:00,211,5700.0
2209,2015-07-19 13:11:00+00:00,248,5160.0
2210,2015-07-19 14:37:00+00:00,242,5340.0
2211,2015-07-19 16:06:00+00:00,252,5400.0
2212,2015-07-19 17:36:00+00:00,260,5340.0
2213,2015-07-19 19:05:00+00:00,246,216840.0
2214,2015-07-22 07:19:00+00:00,190,6060.0
2215,2015-07-22 09:00:00+00:00,251,7020.0
2216,2015-07-22 10:57:00+00:00,237,5460.0
2217,2015-07-22 12:28:00+00:00,283,6000.0
2218,2015-07-22 14:08:00+00:00,105,3720.0
2219,2015-07-22 15:10:00+00:00,284,6180.0
2220,2015-07-22 16:53:00+00:00,253,5040.0
2221,2015-07-22 18:17:00+00:00,210,6000.0
2222,2015-07-22 19:57:00+00:00,222,42600.0
2223,2015-07-22 08:07:00+00:00,236,6660.0
2224,2015-07-22 09:58:00+00:00,226,5280.0
2225,2015-07-22 11:26:00+00:00,256,5580.0
2226,2015-07-22 12:59:00+00:00,242,5880.0
2227,2015-07-22 14:37:00+00:00,238,5580.0
2228,2015-07-22 16:10:00+00:00,228,5040.0
2229,2015-07-22 17:34:00+00:00,243,5580.0
2230,2015-07-22 19:07:00+00:00,211,131940.0
2231,2015-07-24 07:46:00+00:00,117,3900.0
2232,2015-07-24 08:51:00+00:00,292,5760.0
2233,2015-07-24 10:27:00+00:00,241,5580.0
2234,2015-07-24 12:00:00+00:00,237,4980.0
2235,2015-07-24 13:23:00+00:00,230,6180.0
2236,2015-07-24 15:06:00+00:00,216,4860.0
2237,2015-07-24 16:27:00+00:00,262,5340.0
2238,2015-07-24 17:56:00+00:00,214,5640.0
2239,2015-07-24 19:30:00+00:00,215,41340.0
2240,2015-07-24 08:01:00+00:00,233,5160.0
2241,2015-07-24 09:27:00+00:00,221,5280.0
2242,2015-07-24 10:55:00+00:00,245,6000.0
2243,2015-07-24 12:35:00+00:00,217,5640.0
2244,2015-07-24 14:09:00+00:00,238,5100.0
2245,2015-07-24 15:34:00+00:00,240,5520.0
2246,2015-07-24 17:06:00+00:00,250,5220.0
2247,2015-07-24 18:33:00+00:00,222,5400.0
2248,2015-07-24 20:03:00+00:00,249,130500.0
2249,2015-07-26 08:18:00+00:00,227,4980.0
2250,2015-07-26 09:41:00+00:00,246,5520.0
2251,2015-07-26 11:13:00+00:00,232,5040.0
2252,2015-07-26 12:37:00+00:00,239,5700.0
2253,2015-07-26 14:12:00+00:00,212,5520.0
2254,2015-07-26 15:44:00+00:00,275,5820.0
2255,2015-07-26 17:21:00+00:00,247,5160.0
2256,2015-07-26 18:47:00+00:00,245,46980.0
2257,2015-07-27 07:50:00+00:00,228,5040.0
2258,2015-07-27 09:14:00+00:00,229,6060.0
2259,2015-07-27 10:55:00+00:00,231,5640.0
2260,2015-07-27 12:29:00+00:00,246,5640.0
2261,2015-07-27 14:03:00+00:00,240,5400.0
2262,2015-07-27 15:33:00+00:00,239,6180.0
2263,2015-07-27 17:16:00+00:00,240,6240.0
2264,2015-07-27 19:00:00+00:00,218,40260.0
2265,2015-07-27 07:49:00+00:00,260,4020.0
2266,2015-07-27 08:56:00+00:00,247,6420.0
2267,2015-07-27 10:43:00+00:00,210,4980.0
2268,2015-07-27 12:06:00+00:00,239,5940.0
2269,2015-07-27 13:45:00+00:00,229,5280.0
2270,2015-07-27 15:13:00+00:00,210,5040.0
2271,2015-07-27 16:37:00+00:00,221,6060.0
2272,2015-07-27 18:18:00+00:00,223,5700.0
2273,2015-07-27 19:53:00+00:00,214,41040.0
2274,2015-07-27 08:29:00+00:00,228,4560.0
2275,2015-07-27 09:45:00+00:00,244,6120.0
2276,2015-07-27 11:27:00+00:00,217,6000.0
2277,2015-07-27 13:07:00+00:00,203,4500.0
2278,2015-07-27 14:22:00+00:00,220,6180.0
2279,2015-07-27 16:05:00+00:00,191,5760.0
2280,2015-07-27 17:41:00+00:00,251,5460.0
2281,2015-07-27 19:12:00+00:00,242,41640.0
2282,2015-07-27 07:38:00+00:00,243,5940.0
2283,2015-07-27 09:17:00+00:00,233,5640.0
2284,2015-07-27 10:51:00+00:00,242,5640.0
2285,2015-07-27 12:25:00+00:00,231,5340.0
2286,2015-07-27 13:54:00+00:00,222,5640.0
2287,2015-07-27 15:28:00+00:00,112,4140.0
2288,2015-07-27 16:37:00+00:00,265,9840.0
2289,2015-07-27 19:21:00+00:00,248,309480.0
2290,2015-07-31 09:19:00+00:00,233,5640.0
2291,2015-07-31 10:53:00+00:00,222,5400.0
2292,2015-07-31 12:23:00+00:00,256,5100.0
2293,2015-07-31 13:48:00+00:00,241,5400.0
2294,2015-07-31 15:18:00+00:00,207,6060.0
2295,2015-07-31 16:59:00+00:00,231,5280.0
2296,2015-07-31 18:27:00+00:00,214,36960.0
2297,2015-07-31 08:11:00+00:00,215,5520.0
2298,2015-07-31 09:43:00+00:00,205,5520.0
2299,2015-07-31 11:15:00+00:00,230,5340.0
2300,2015-07-31 12:44:00+00:00,186,5040.0
2301,2015-07-31 14:08:00+00:00,264,6060.0
2302,2015-07-31 15:49:00+00:00,215,5100.0
2303,2015-07-31 17:14:00+00:00,242,5580.0
2304,2015-07-31 18:47:00+00:00,224,40860.0
2305,2015-07-31 07:26:00+00:00,241,10620.0
2306,2015-07-31 10:23:00+00:00,212,5580.0
2307,2015-07-31 11:56:00+00:00,194,5580.0
2308,2015-07-31 13:29:00+00:00,238,5280.0
2309,2015-07-31 14:57:00+00:00,245,5280.0
2310,2015-07-31 16:25:00+00:00,231,6300.0
2311,2015-07-31 18:10:00+00:00,228,37080.0
2312,2015-07-31 07:52:00+00:00,211,5400.0
2313,2015-07-31 09:22:00+00:00,189,5340.0
2314,2015-07-31 10:51:00+00:00,244,6420.0
2315,2015-07-31 12:38:00+00:00,205,4500.0
2316,2015-07-31 13:53:00+00:00,260,6540.0
2317,2015-07-31 15:42:00+00:00,237,5580.0
2318,2015-07-31 17:15:00+00:00,212,4980.0
2319,2015-07-31 18:38:00+00:00,227,34680.0
2320,2015-07-31 09:00:00+00:00,204,4860.0
2321,2015-07-31 10:21:00+00:00,230,5460.0
2322,2015-07-31 11:52:00+00:00,263,5640.0
2323,2015-07-31 13:26:00+00:00,227,5160.0
2324,2015-07-31 14:52:00+00:00,240,5400.0
2325,2015-07-31 16:22:00+00:00,222,5460.0
2326,2015-07-31 17:53:00+00:00,253,5580.0
2327,2015-07-31 19:26:00+00:00,237,390240.0
2328,2015-08-05 07:50:00+00:00,241,5340.0
2329,2015-08-05 09:19:00+00:00,229,5580.0
2330,2015-08-05 10:52:00+00:00,227,5040.0
2331,2015-08-05 12:16:00+00:00,280,5640.0
2332,2015-08-05 13:50:00+00:00,219,5940.0
2333,2015-08-05 15:29:00+00:00,237,5640.0
2334,2015-08-05 17:03:00+00:00,108,2940.0
2335,2015-08-05 17:52:00+00:00,214,5880.0
2336,2015-08-05 19:30:00+00:00,238,40800.0
2337,2015-08-05 08:10:00+00:00,226,5340.0
2338,2015-08-05 09:39:00+00:00,233,5940.0
2339,2015-08-05 11:18:00+00:00,229,4920.0
2340,2015-08-05 12:40:00+00:00,248,5880.0
2341,2015-08-05 14:18:00+00:00,230,5460.0
2342,2015-08-05 15:49:00+00:00,245,5880.0
2343,2015-08-05 17:27:00+00:00,237,5460.0
2344,2015-08-05 18:58:00+00:00,234,132180.0
2345,2015-08-07 07:41:00+00:00,272,5280.0
2346,2015-08-07 09:09:00+00:00,232,6660.0
2347,2015-08-07 11:00:00+00:00,236,5100.0
2348,2015-08-07 12:25:00+00:00,241,5520.0
2349,2015-08-07 13:57:00+00:00,226,5460.0
2350,2015-08-07 15:28:00+00:00,260,5820.0
2351,2015-08-07 17:05:00+00:00,252,5460.0
2352,2015-08-07 18:36:00+00:00,239,5760.0
2353,2015-08-07 20:12:00+00:00,220,44520.0
2354,2015-08-08 08:34:00+00:00,243,5160.0
2355,2015-08-08 10:00:00+00:00,236,5460.0
2356,2015-08-08 11:31:00+00:00,250,6060.0
2357,2015-08-08 13:12:00+00:00,226,5400.0
2358,2015-08-08 14:42:00+00:00,215,5160.0
2359,2015-08-08 16:08:00+00:00,234,5940.0
2360,2015-08-08 17:47:00+00:00,209,4920.0
2361,2015-08-08 19:09:00+00:00,240,50460.0
2362,2015-08-09 09:10:00+00:00,235,5520.0
2363,2015-08-09 10:42:00+00:00,236,5640.0
2364,2015-08-09 12:16:00+00:00,197,5460.0
2365,2015-08-09 13:47:00+00:00,218,5700.0
2366,2015-08-09 15:22:00+00:00,223,5220.0
2367,2015-08-09 16:49:00+00:00,232,5220.0
2368,2015-08-09 18:16:00+00:00,219,5580.0
2369,2015-08-09 19:49:00+00:00,180,45060.0
2370,2015-08-10 08:20:00+00:00,224,4980.0
2371,2015-08-10 09:43:00+00:00,225,6420.0
2372,2015-08-10 11:30:00+00:00,222,4980.0
2373,2015-08-10 12:53:00+00:00,260,5700.0
2374,2015-08-10 14:28:00+00:00,235,5580.0
2375,2015-08-10 16:01:00+00:00,244,5340.0
2376,2015-08-10 17:30:00+00:00,238,5580.0
2377,2015-08-10 19:03:00+00:00,245,35640.0
2378,2015-08-10 09:09:00+00:00,229,4740.0
2379,2015-08-10 10:28:00+00:00,299,5640.0
2380,2015-08-10 12:02:00+00:00,216,5880.0
2381,2015-08-10 13:40:00+00:00,184,4920.0
2382,2015-08-10 15:02:00+00:00,276,5520.0
2383,2015-08-10 16:34:00+00:00,221,5280.0
2384,2015-08-10 18:02:00+00:00,249,5100.0
2385,2015-08-10 19:27:00+00:00,256,36780.0
2386,2015-08-10 09:14:00+00:00,230,5520.0
2387,2015-08-10 10:46:00+00:00,238,5580.0
2388,2015-08-10 12:19:00+00:00,240,5460.0
2389,2015-08-10 13:50:00+00:00,244,5820.0
2390,2015-08-10 15:27:00+00:00,239,6000.0
2391,2015-08-10 17:07:00+00:00,228,5220.0
2392,2015-08-10 18:34:00+00:00,246,5340.0
2393,2015-08-10 20:03:00+00:00,219,216480.0
2394,2015-08-13 08:11:00+00:00,243,5280.0
2395,2015-08-13 09:39:00+00:00,219,5580.0
2396,2015-08-13 11:12:00+00:00,230,4980.0
2397,2015-08-13 12:35:00+00:00,224,6180.0
2398,2015-08-13 14:18:00+00:00,241,1620.0
2399,2015-08-13 13:51:00+00:00,252,12420.0
2400,2015-08-13 17:18:00+00:00,218,5700.0
2401,2015-08-13 18:53:00+00:00,239,44880.0
2402,2015-08-14 07:21:00+00:00,215,5460.0
2403,2015-08-14 08:52:00+00:00,254,5640.0
2404,2015-08-14 10:26:00+00:00,245,5100.0
2405,2015-08-14 11:51:00+00:00,252,5580.0
2406,2015-08-14 13:24:00+00:00,249,5340.0
2407,2015-08-14 14:53:00+00:00,235,5940.0
2408,2015-08-14 16:32:00+00:00,231,5340.0
2409,2015-08-14 18:01:00+00:00,251,5700.0
2410,2015-08-14 19:36:00+00:00,227,43560.0
2411,2015-08-15 07:42:00+00:00,225,5940.0
2412,2015-08-15 09:21:00+00:00,210,4980.0
2413,2015-08-15 10:44:00+00:00,240,5700.0
2414,2015-08-15 12:19:00+00:00,240,5640.0
2415,2015-08-15 13:53:00+00:00,242,5520.0
2416,2015-08-15 15:25:00+00:00,252,5580.0
2417,2015-08-15 16:58:00+00:00,232,5400.0
2418,2015-08-15 18:28:00+00:00,198,30180.0
2419,2015-08-15 10:05:00+00:00,224,5640.0
2420,2015-08-15 11:39:00+00:00,228,5460.0
2421,2015-08-15 13:10:00+00:00,231,5040.0
2422,2015-08-15 14:34:00+00:00,249,5880.0
2423,2015-08-15 16:12:00+00:00,212,5100.0
2424,2015-08-15 17:37:00+00:00,225,5280.0
2425,2015-08-15 19:05:00+00:00,240,131460.0
2426,2015-08-17 07:36:00+00:00,240,11220.0
2427,2015-08-17 10:43:00+00:00,229,5340.0
2428,2015-08-17 12:12:00+00:00,233,6000.0
2429,2015-08-17 13:52:00+00:00,238,5400.0
2430,2015-08-17 15:22:00+00:00,249,5940.0
2431,2015-08-17 17:01:00+00:00,253,5760.0
2432,2015-08-17 18:37:00+00:00,260,44880.0
2433,2015-08-18 07:05:00+00:00,252,11520.0
2434,2015-08-18 10:17:00+00:00,217,5340.0
2435,2015-08-18 11:46:00+00:00,220,5340.0
2436,2015-08-18 13:15:00+00:00,253,5520.0
2437,2015-08-18 14:47:00+00:00,217,6060.0
2438,2015-08-18 16:28:00+00:00,242,5160.0
